protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen	domain	lit
OSBP2	pos	21	809.4898	809.4898	54000	III.5	unknown	14.61	14.635052	14.48	14.8	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	22	767.4425	767.4425	51000	III.5	unknown	12.05	12.074663	11.78	12.36	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	23	669.3336	669.3336	51000	III.5	unknown	7.47	7.4692017	6.95	7.72	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	24	612.5556	612.5556	49000	III.2	unknown	6.17	6.1007635	5.09	8.33	DAG			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	DAG	DAG(34:1)	34:1	NA	NA	E	OSBP	False
OSBP2	pos	25	753.4282	753.4282	47000	III.5	unknown	13.46	13.459418	13.3	13.7	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	26	654.602	654.602	45000	III.2	unknown	8.04	8.0407195	7.26	8.72	DAG			37.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	DAG	DAG(37:1)	37:1	NA	NA	E	OSBP	False
OSBP2	pos	27	739.4114	739.4114	44000	III.5	unknown	10.54	10.565842	10.22	10.83	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	28	669.3326	669.3326	41000	III.5	unknown	8.99	8.975947399999999	8.59	9.26	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	29	795.4742	795.4742	41000	III.5	unknown	13.46	13.443657	13.26	13.74	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	30	781.4586	781.4586	33000	III.5	unknown	14.6	14.606808	14.48	14.8	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	31	711.3794	711.3794	26000	III.5	unknown	8.99	8.899753500000001	8.6	9.26	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	32	878.8152	878.8152	25000	III.2	unknown	14.38	14.382319	14.23	14.72	TAG			52.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	NA	TAG	TAG(52:1)	52:1	NA	NA	E	OSBP	False
OSBP2	pos	33	758.3824	758.3824	22000	III.5	unknown	13.45	13.425474	13.26	13.7	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	34	718.2932	718.2932	21000	III.5	unknown	10.53	10.471045	10.22	10.79	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	35	641.3024	641.3024	16000	III.5	unknown	6.08	6.058300900000001	5.47	6.26	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	OSBP	False
OSBP2	pos	36	932.8624	932.8624	14000	II	TAG(56:2)	15.14	17.433316	15.06	15.38	TAG			56.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	TAG	TAG	TAG(56:2)	56:2	NA	NA	E	OSBP	False
OSBP2	pos	37	694.6181	694.6181	13000	III.5	unknown	7.53	7.5829939	7.19	8.83	Cer		d	46.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(46:7)	46:7	NA	NA	E	OSBP	False
OSBP2	pos	37	694.6181	694.6181	13000	III.5	unknown	7.53	7.5829939	7.19	8.83	Cer		d	44.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(44:4)	44:4	NA	NA	E	OSBP	False
LCN15	neg	0	441.2013	441.2013	320000	III.5	unknown	3.68	3.6776483	2.86	3.8	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
LCN15	neg	1	339.2319	339.2319	19000	III.5	unknown	2.86	2.8477111	1.92	3.03	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
LCN15	pos	0	355.096	355.096	88000	III.5	unknown	1.99	2.0067466	1.03	2.14	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
LCN8	neg	0	490.8259	490.8259	260000	III.6	unknown	2.03	NaN	1.51	7.31	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
LCN8	neg	1	391.8979	391.8979	150000	III.6	unknown	2.26	NaN	1.79	7.44	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
LCN8	neg	2	459.8853	459.8853	92000	III.6	unknown	2.05	NaN	1.7	7.3	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
LCN8	neg	3	654.8047	654.8047	31000	III.6	unknown	14.23	NaN	12.27	19.99	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
LCN8	neg	4	713.578	713.578	14000	III.2	unknown	14.24	14.285307	13.98	14.51	TAG			42.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	NA	NA	TAG(42:4)	42:4	NA	NA	E	lipocalin	False
LCN8	neg	4	713.578	713.578	14000	III.2	unknown	14.24	14.285307	13.98	14.51	DAG-O		O	41.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(41:6)	41:6	NA	NA	E	lipocalin	False
LCN8	pos	0	770.6686	770.6686	500000	III.2	unknown	3.86	3.8599268	3.27	3.98	DAG			46.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	DAG	DAG(46:6)	46:6	NA	NA	E	lipocalin	False
LCN8	pos	1	642.6026	642.6026	470000	I	DAG(18:0/18:0)	14.28	14.280609	13.93	15.81	DAG			36.0	0.0		18.0	0.0		18.0	0.0		NaN	NaN	DAG	DAG	DAG	DAG(36:0)	36:0	DAG(18:0/18:0)	18:0/18:0	E	lipocalin	False
LCN8	pos	2	670.6338	670.6338	280000	III.2	unknown	14.28	14.275154	13.76	15.8	Monoalkyldiacylglycerol		O	38.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG-O	NA	NA-O	NA-O(38:0)	38:0	NA	NA	E	lipocalin	False
LCN8	pos	2	670.6338	670.6338	280000	III.2	unknown	14.28	14.275154	13.76	15.8	DAG			38.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	NA	DAG(38:0)	38:0	NA	NA	E	lipocalin	False
LCN8	pos	3	647.5577	647.5577	280000	III.2	unknown	14.28	14.271312	13.97	14.65	DAG			38.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	DAG	DAG(38:3)	38:3	NA	NA	E	lipocalin	False
LCN8	pos	3	647.5577	647.5577	280000	III.2	unknown	14.28	14.271312	13.97	14.65	DAG			36.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	DAG	DAG(36:0)	36:0	NA	NA	E	lipocalin	False
LCN8	pos	4	440.3886	440.3886	130000	III.5	unknown	3.72	3.7313579	3.0	3.85	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
LCN8	pos	5	684.6491	684.6491	110000	III.2	unknown	14.28	14.230906	13.52	14.56	DAG			39.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	NA	DAG(39:0)	39:0	NA	NA	E	lipocalin	False
LCN8	pos	5	684.6491	684.6491	110000	III.2	unknown	14.28	14.230906	13.52	14.56	Monoalkyldiacylglycerol		O	39.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG-O	NA	NA-O	NA-O(39:0)	39:0	NA	NA	E	lipocalin	False
LCN8	pos	6	554.5508	554.5508	97000	III.2	unknown	6.79	6.7517093	6.4	7.41	Cer		d	35.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(35:0)	35:0	NA	NA	E	lipocalin	False
LCN8	pos	7	607.5646	607.5646	65000	III.2	unknown	14.27	14.238591	14.09	14.56	DAG-O		O	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(36:2)	36:2	NA	NA	E	lipocalin	False
LCN8	pos	8	752.7488	752.7488	18000	III.2	unknown	16.1	16.112177	15.99	16.46	Cer		t	48.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(48:0)	48:0	NA	NA	E	lipocalin	False
LCN8	pos	8	752.7488	752.7488	18000	III.2	unknown	16.1	16.112177	15.99	16.46	DAG-O		O	45.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(45:1)	45:1	NA	NA	E	lipocalin	False
RBP1	neg	0	339.233	339.233	60000	III.5	unknown	2.9	2.8804081	2.48	2.99	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	neg	1	396.1607	396.1607	57000	III.5	unknown	3.54	3.5384493	3.22	3.65	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	neg	2	596.4896	596.4896	27000	III.2	unknown	3.59	3.5585598	3.17	3.71	Cer		t	34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(34:2)	34:2	NA	NA	E	lipocalin	False
RBP1	pos	0	675.6756	675.6756	710000	III.5	unknown	4.64	4.6427033	4.41	4.78	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	pos	1	363.3101	363.3101	440000	III.5	unknown	2.13	2.1355854	1.02	7.15	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	pos	2	466.2923	466.2923	200000	I	LysoPE(17:1)	1.95	1.9634266	1.14	2.11	LysoPE	Lyso		17.0	1.0		17.0	1.0		NaN	NaN		NaN	NaN	LysoPE	LysoPE	LysoPE	LysoPE(17:1)	17:1	LysoPE(17:1)	17:1	E	lipocalin	False
RBP1	pos	3	384.3102	384.3102	180000	III.5	unknown	1.33	1.3202224	0.33	2.48	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	pos	4	643.5623	643.5623	170000	III.5	unknown	3.59	3.5909648	3.24	3.75	DAG-O		O	39.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(39:5)	39:5	NA	NA	E	lipocalin	False
RBP1	pos	4	643.5623	643.5623	170000	III.5	unknown	3.59	3.5909648	3.24	3.75	DAG-O		O	37.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(37:2)	37:2	NA	NA	E	lipocalin	False
RBP1	pos	5	697.6574	697.6574	160000	III.5	unknown	4.63	4.6258004	4.42	4.77	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	pos	6	597.52	597.52	150000	III.5	unknown	3.12	3.1281248	2.56	3.26	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	pos	7	580.4936	580.4936	140000	III.2	unknown	3.6	3.5775614	3.24	3.75	DAG			32.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	DAG	DAG(32:3)	32:3	NA	NA	E	lipocalin	False
RBP1	pos	8	598.5047	598.5047	130000	III.5	unknown	3.6	3.5948064	3.28	3.75	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	pos	9	397.3787	397.3787	130000	III.5	unknown	2.59	2.5881487	1.89	3.15	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	pos	10	299.2687	299.2687	120000	III.5	unknown	1.35	1.2960408	0.23	1.52	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	pos	11	620.4863	620.4863	86000	III.5	unknown	3.59	3.569876	3.33	3.75	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	pos	12	642.5775	642.5775	66000	III.2	unknown	3.12	3.1702644	2.54	3.52	Cer		d	42.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(42:5)	42:5	NA	NA	E	lipocalin	False
RBP1	pos	12	642.5775	642.5775	66000	III.2	unknown	3.12	3.1702644	2.54	3.52	Cer		d	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(40:2)	40:2	NA	NA	E	lipocalin	False
RBP1	pos	13	317.2471	317.2471	61000	III.5	unknown	3.13	3.147278	2.78	3.26	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
RBP1	pos	14	620.5098	620.5098	55000	III.2	unknown	5.58	5.529338800000001	5.37	5.77	LysoPC	Lyso	O	26.0	1.0	O	26.0	1.0		NaN	NaN		NaN	NaN	LysoPC-O	NA	NA-O	NA-O(26:1)	26:1	NA-O(26:1)	26:1	E	lipocalin	False
RBP1	pos	14	620.5098	620.5098	55000	III.2	unknown	5.58	5.529338800000001	5.37	5.77	Cer		d	39.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(39:6)	39:6	NA	NA	E	lipocalin	False
RBP1	pos	15	592.5663	592.5663	42000	III.2	unknown	8.62	8.6581334	8.24	8.96	Cer		d	38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(38:2)	38:2	NA	NA	E	lipocalin	False
RBP1	pos	16	732.617	732.617	37000	III.2	unknown	14.87	14.878812	14.78	15.09	TAG			42.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	NA	NA	TAG(42:4)	42:4	NA	NA	E	lipocalin	False
RBP1	pos	16	732.617	732.617	37000	III.2	unknown	14.87	14.878812	14.78	15.09	Cer		d	47.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(47:6)	47:6	NA	NA	E	lipocalin	False
RBP1	pos	17	564.4236	564.4236	6200	III.5	unknown	2.67	2.5966201	2.2	3.06	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	0	353.1421	353.1421	7900000	III.2	unknown	3.05	3.0410062	2.18	3.2	PA			11.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	PA	PA(11:0)	11:0	NA	NA	E	lipocalin	False
FABP3	neg	1	381.1734	381.1734	3800000	III.2	unknown	3.81	3.805613	3.23	4.16	PA			13.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	PA	PA(13:0)	13:0	NA	NA	E	lipocalin	False
FABP3	neg	2	253.2166	253.2166	3700000	I	FA(16:1)	3.05	3.0315563	2.1	3.25	FA			16.0	1.0		16.0	1.0		NaN	NaN		NaN	NaN	FA	FA	FA	FA(16:1)	16:1	FA(16:1)	16:1	E	lipocalin	True
FABP3	neg	3	367.1574	367.1574	2200000	III.2	unknown	3.55	3.5623142	2.83	3.65	PA			12.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	PA	PA(12:0)	12:0	NA	NA	E	lipocalin	False
FABP3	neg	4	281.2483	281.2483	1800000	I	FA(18:1)	3.81	3.8079519	3.2	8.82	FA			18.0	1.0		18.0	1.0		NaN	NaN		NaN	NaN	FA	FA	FA	FA(18:1)	18:1	FA(18:1)	18:1	E	lipocalin	True
FABP3	neg	5	267.2324	267.2324	850000	III.5	unknown	3.55	3.5248078	2.78	3.73	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	6	512.1165	512.1165	810000	III.5	unknown	2.98	2.9805143	1.61	3.22	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	7	426.1712	426.1712	570000	III.5	unknown	3.81	3.7972268	3.14	4.11	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	8	303.2328	303.2328	530000	I	FA(20:4)	3.19	3.171232	2.32	3.35	FA			20.0	4.0		20.0	4.0		NaN	NaN		NaN	NaN	FA	FA	FA	FA(20:4)	20:4	FA(20:4)	20:4	E	lipocalin	True
FABP3	neg	9	496.122	496.122	530000	III.5	unknown	2.95	2.9458025	1.58	3.23	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	10	372.1158	372.1158	530000	III.2	unknown	3.05	3.0430543	1.62	3.22	PE			6.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	PE	PE(6:0)	6:0	NA	NA	E	lipocalin	False
FABP3	neg	11	606.3581	606.3581	480000	III.5	unknown	3.05	3.0443256	2.28	3.16	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	12	412.1553	412.1553	410000	III.5	unknown	3.54	3.5411256	2.74	3.69	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	13	590.3633	590.3633	390000	III.5	unknown	3.05	3.0481672	2.07	3.17	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	14	540.1481	540.1481	390000	III.5	unknown	3.81	3.8233821	3.11	4.04	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	15	351.1475	351.1475	380000	III.5	unknown	3.05	3.0366567	2.18	3.17	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	16	541.0449	541.0449	250000	III.5	unknown	3.05	3.0326656	2.01	3.18	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	17	526.1325	526.1325	240000	III.5	unknown	3.5	3.4799594	2.74	3.69	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	18	787.2653	787.2653	220000	III.2	unknown	3.81	3.8134908	3.29	3.92	PI			22.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	PI	PI(22:4)	22:4	NA	NA	E	lipocalin	False
FABP3	neg	19	758.2942	758.2942	220000	III.5	unknown	3.05	2.7079404	2.22	3.14	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	20	507.4407	507.4407	210000	III.5	unknown	3.05	3.0345997	2.24	3.16	DAG-O		O	29.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(29:2)	29:2	NA	NA	E	lipocalin	False
FABP3	neg	21	785.2683	785.2683	200000	III.5	unknown	3.81	3.8356685	3.29	3.92	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	22	379.179	379.179	180000	III.5	unknown	3.81	3.8519888	3.23	3.92	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	23	739.2344	739.2344	170000	III.5	unknown	3.05	3.0530893	2.18	3.16	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	24	388.1108	388.1108	150000	III.5	unknown	3.03	2.9957851	1.81	3.22	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	25	374.1126	374.1126	150000	III.5	unknown	3.03	2.9176031	1.61	3.2	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	26	535.1064	535.1064	140000	III.5	unknown	3.02	2.9891948	2.22	3.22	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	27	1031.5465	1031.5465	140000	III.5	unknown	3.81	3.8023274	3.34	3.9	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	28	327.2534	327.2534	140000	I	FA(18:1)	3.77	3.7225475	2.82	3.96	FA			18.0	1.0		18.0	1.0		NaN	NaN		NaN	NaN	FA	FA	FA	FA(18:1)	18:1	FA(18:1)	18:1	E	lipocalin	True
FABP3	neg	29	729.2727	729.2727	140000	III.2	unknown	3.05	3.0841019	2.35	3.17	PI			21.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	PI	PI(21:3)	21:3	NA	NA	E	lipocalin	False
FABP3	neg	30	416.1421	416.1421	130000	III.5	unknown	3.81	3.7601121	3.2	3.94	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	31	662.4208	662.4208	130000	III.5	unknown	3.81	3.813265	3.34	3.9	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	32	386.1316	386.1316	130000	III.2	unknown	3.54	3.5410349	2.78	3.69	PE			7.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(7:0)	7:0	NA	NA	E	lipocalin	False
FABP3	neg	32	386.1316	386.1316	130000	III.2	unknown	3.54	3.5410349	2.78	3.69	PC			4.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(4:0)	4:0	NA	NA	E	lipocalin	False
FABP3	neg	33	521.0542	521.0542	130000	III.5	unknown	2.99	2.9701893	1.95	3.22	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	34	379.1578	379.1578	130000	III.5	unknown	3.28	3.2685083	2.39	3.56	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	35	287.8468	287.8468	120000	III.6	unknown	16.11	NaN	10.93	16.62	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	36	563.5034	563.5034	120000	III.2	unknown	3.81	3.8223393	3.32	3.9	DAG-O		O	33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(33:2)	33:2	NA	NA	E	lipocalin	False
FABP3	neg	37	396.1448	396.1448	120000	III.6	unknown	2.91	NaN	1.58	3.16	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	38	510.1373	510.1373	120000	III.5	unknown	3.49	3.5357218	2.78	3.68	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	39	299.2223	299.2223	110000	IV	Ambiguous	3.05	NaN	2.07	3.29	MAG			14.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	MAG	ambiguous	MAG	MAG(14:1)	14:1	NA	NA	E	lipocalin	False
FABP3	neg	39	299.2223	299.2223	110000	IV	Ambiguous	3.05	NaN	2.07	3.29	FA			16.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	FA	ambiguous	FA	FA(16:1)	16:1	NA	NA	E	lipocalin	True
FABP3	neg	40	279.2328	279.2328	110000	I	FA(18:2)	3.28	3.295403	2.44	3.56	FA			18.0	2.0		18.0	2.0		NaN	NaN		NaN	NaN	FA	FA	FA	FA(18:2)	18:2	FA(18:2)	18:2	E	lipocalin	True
FABP3	neg	41	395.1891	395.1891	110000	III.2	unknown	4.34	4.3409976	3.81	4.48	PA			14.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	PA	PA(14:0)	14:0	NA	NA	E	lipocalin	False
FABP3	neg	42	365.1629	365.1629	110000	III.5	unknown	3.55	3.533946	2.83	3.64	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	43	453.067	453.067	110000	III.6	unknown	3.0	NaN	1.53	3.22	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	44	741.2316	741.2316	110000	III.5	unknown	3.05	3.0918185	2.17	3.14	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	45	795.2979	795.2979	110000	III.5	unknown	3.8	3.8049622	3.32	3.94	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
FABP3	neg	46	563.1373	563.1373	110000	III.5	unknown	3.79	3.7934017	3.15	3.94	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	lipocalin	False
